BASIC INFORMATION / INFORMATIONS DE BASE						ext_id
"Let's begin with some basic questions about your language! Please read the question in the column ""QUESTION"" and provide your answer in the column labeled ""Your Answer""
Commençons par quelques questions de base au sujet de votre langue ! Veuillez lire les questions figurant dans la colonne « QUESTION » et y répondre dans la colonne intitulée « Votre réponse »"						
QUESTION	French	YOUR ANSWER	Visual Example	NOTES BY TRANSLATOR (IF NECESSARY)		
First, what is the name of your language in your language. For example, the name of the language "German" in German is "Deutsch". Meanwhile, the name for "Thai" in Thai is "ไทย". What is the name if your language in your own language? 	Tout d’abord, quel est le nom votre langue dans votre propre langue ? Par exemple, le nom de la langue « German » en allemand est « Deutsch ». De même, le nom de « Thai » en thaï est « ไทย ». Quel nom désigne donc votre langue dans votre propre langue ?	Voalohany, inona no anaran'ilay teninao amin'ny teninao. Ohatra, ny anaran'ny teny "Alemana" amin'ny Alemana dia "Deutsch". Etsy ankilany, ny anaran'ny teny "Thai" amin'ny Thai dia "ไทย". Inona no anaran'ilay teninao amin'ny teninao samirery? 				bi-1_XXX
Now, what is the name of your language in English? For example, the name for "Deutsch" in English is "German". The name for "" in English is "Chinese". What is the name of your language in English?	Quel est le nom de votre langue en anglais ? Par exemple, en anglais le nom « Deutsch » est rendu par « German » et le nom « 中文 » par « Chinese ». Quel est donc le nom de votre langue en anglais ?	Amin'izao, inona no anaran'ny teninao amin'ny teny Anglisy? Ohatra, ny anaran'ny "Deutsch" amin'ny Anglisy dia "German". Ny anaran'ny "Sinoa" amin'ny Anglisy dia "Chinese". Inona no anaran'ny teninao amin'ny Anglisy?				bi-2_XXX
Let's say you are giving a review for an online class, a product, or a restaurant. In English you might give "4.7" (a score in between 4 and 5, that is). In your language, do you use the decimal point (.) to separate the numbers "4" and "7"? If not, what do you use? A comma (,)? An apostophe (')? Something else? Please provide your translation of "4.7" in the column marked "YOUR ANSWER".	Supposons que vous laissiez un avis pour un cours en ligne, un produit ou un restaurant. En anglais, vous pourriez donner la note « 4.7 » (pour indiquer un score compris entre 4 et 5). Dans votre langue, utilisez-vous le point (.) comme séparateur entre les chiffres « 4 » et « 7 » ? Sinon, qu’utilisez-vous ? Une virgule (,) ? Une apostrophe (') ? Autre chose ? Veuillez indiquer votre traduction de « 4.7 » dans la colonne marquée « YOUR ANSWER ».	Ndao hatao hoe manome fanombanana fianarana an-jotra iray, vokatra iray na trano fisakafoana iray ianao. Amin'ny Anglisy, ianao dia mety hanome "4.7" (izany hoe, naoty iray eo anelanelan'ny 4 sy 5). Amin'ny teninao, mampiasa ilay teboka desimaly (.) hanasarahana ireo "4" sy "7" ve ianao? Raha tsia, inona no ampiasainao? Faingo (,)? Faingomihantona (')? Zavatra hafa? Omeo ao amin'ilay tsanganana voamarika "NY VALINTENINAO" ny dikanteninao ho an'ny "4.7" azafady.				bi-3_XXX
DATE WORDS / TERMINOLOGIE DES DATES						
"In French there are 3 ways to write the word for ""year"": ""année"" (the full form), ""an"" (short form) & ""a"" (narrow form). In English, there are also 3 forms: ""Year"", ""Yr."" (with a period) & ""Yr"" (no period). Does your language have the same abbreviations? Fewer? More? Please translate these into your language. If your language doesn't have a translation for all the translations, write ""DOES NOT EXIST"". If you have MORE abbreviations, please add NOTES in the NOTES column. 
En français, il existe trois façons d’écrire le mot « année » : « année » (forme complète), « an » (forme courte) et « a » (forme abrégée). En anglais, on en trouve également trois formes : « Year », « Yr. » (avec point) et « Yr » (sans point). Votre langue possède-t-elle les mêmes abréviations ? En possède-t-elle moins ? Ou plus ? Veuillez traduire ces formes dans votre langue. Si votre langue ne propose pas de traduction pour l’une de ces formes, écrivez « N’EXISTE PAS ». Si vous avez PLUS d’abréviations, veuillez ajouter des NOTES dans la colonne reservée à cet effet."						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
era	ère	vanim-potoana			//ldml/dates/fields/field[@type="era"]/displayName	dw-1_XXX
year	année	taona			//ldml/dates/fields/field[@type="year"]/displayName	dw-2_XXX
yr	a	tn			//ldml/dates/fields/field[@type="year-narrow"]/displayName	dw-3_XXX
y	an	t			//ldml/dates/fields/field[@type="year-short"]/displayName	dw-4_XXX
quarter	trimestre	telovolana			//ldml/dates/fields/field[@type="quarter"]/displayName	dw-5_XXX
qtr.	trim.	3vln.			//ldml/dates/fields/field[@type="quarter-short"]/displayName	dw-6_XXX
qtr	trim.	3vln			//ldml/dates/fields/field[@type="quarter-narrow"]/displayName	dw-7_XXX
month	mois	volana			//ldml/dates/fields/field[@type="month"]/displayName	dw-8_XXX
mo.	m.	vo.			//ldml/dates/fields/field[@type="month-short"]/displayName	dw-9_XXX
m	m.	v			//ldml/dates/fields/field[@type="month-narrow"]/displayName	dw-10_XXX
week	semaine	herinandro			//ldml/dates/fields/field[@type="week"]/displayName	dw-11_XXX
wk.	sem.	hdr.			//ldml/dates/fields/field[@type="week-short"]/displayName	dw-12_XXX
wk	sem.	hdr			//ldml/dates/fields/field[@type="week-narrow"]/displayName	dw-13_XXX
day	jour	andro			//ldml/dates/fields/field[@type="day"]/displayName	dw-14_XXX
d	j	a			//ldml/dates/fields/field[@type="day-short"]/displayName	dw-15_XXX
hour	heure	ora			//ldml/dates/fields/field[@type="hour"]/displayName	dw-16_XXX
hr	h	or			//ldml/dates/fields/field[@type="hour-narrow"]/displayName	dw-17_XXX
minute	minute	minitra			//ldml/dates/fields/field[@type="minute"]/displayName	dw-18_XXX
min	min	min			//ldml/dates/fields/field[@type="minute-narrow"]/displayName	dw-19_XXX
second	seconde	segondra			//ldml/dates/fields/field[@type="second"]/displayName	dw-20_XXX
sec.	s	seg.			//ldml/dates/fields/field[@type="second-short"]/displayName	dw-21_XXX
sec	s	seg			//ldml/dates/fields/field[@type="second-narrow"]/displayName	dw-22_XXX
day of the week	jour de la semaine	andron'ny herinandro			//ldml/dates/fields/field[@type="weekday"]/displayName	dw-23_XXX
"In English there are 2 ways to write the words ""AM"" and ""PM"": ""AM"" and ""PM"" (the full form), or ""a"" (short form) & ""p"" (narrow form). If your language doesn't have a translation for all the translations, write ""DOES NOT EXIST"". If you have MORE abbreviations, please add NOTES in the NOTES column. 
En anglais, il existe deux manières d’écrire les expressions « AM » et « PM » : « AM » et « PM » (forme complète), ou « a » (forme courte) et « p » (forme abrégée). Si votre langue ne propose pas de traduction pour certaines de ces formes, saisissez « N’EXISTE PAS ». Si vous avez PLUS d’abréviations, veuillez ajouter des NOTES dans la colonne reservée à cet effet."						
AM	AM	mar			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="am"]	dw2-1_XXX
a	AM	m			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="am"]	dw2-2_XXX
PM	PM	har			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="abbreviated"]/dayPeriod[@type="pm"]	dw2-3_XXX
p	PM	h			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="pm"]	dw2-4_XXX
morning	matin	maraina			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="morning1"]	dw2-5_XXX
in the morning	du matin	amin'ny maraina			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="morning1"]	dw2-6_XXX
7 in the morning	7 du matin	7 maraina				dw2-7_XXX
afternoon	après-midi	tolakandro			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="afternoon1"]	dw2-8_XXX
in the afternoon	de l’après-midi	amin'ny tolakandro			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="afternoon1"]	dw2-9_XXX
1 in the afternoon	1 de l’après-midi	1 tolakandro				dw2-10_XXX
evening	soir	hariva			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="evening1"]	dw2-11_XXX
in the evening	du soir	amin'ny hariva			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="evening1"]	dw2-12_XXX
9 in the evening	9 du soir	9 hariva				dw2-13_XXX
night	nuit	alina			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="night1"]	dw2-14_XXX
at night	à la nuit	amin'ny alina			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="night1"]	dw2-15_XXX
midnight	minuit	sasak'alina			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="midnight"]	dw2-16_XXX
DAYS OF THE WEEK / JOURS DE LA SEMAINE						
"In English there are 4 ways to write the days of the week: full form, medium abbreviation, short abbreviation, and shortest abbreviation. Does your language have the same 4 forms? If yes, please enter them in Column B. If your language has LESS than 4 forms, you can leave cells blank or write ""DOES NOT HAVE."" If your language as MORE than 4 forms, please add them to the bottom, and provide an explanation in the NOTES column, and if so, how do you write them in your language? (See VISUAL EXAMPLES to understand the Abbreviations better.) 
En anglais, il existe quatre façons d’écrire les jours de la semaine : forme complète, abréviation moyenne, abréviation courte et abréviation la plus courte. Toutes ces quatre formes existent-elles dans votre langue ? Si oui, veuillez les indiquer dans la colonne B. Si votre langue a MOINS de quatre formes, vous pouvez laisser des cellules vides ou saisir « N’EXISTE PAS ». Si votre langue en a PLUS, veuillez les ajouter en bas et fournir une explication dans la colonne des notes, puis le cas échéant, indiquer comment on les écrit dans votre langue. (Consultez les EXEMPLES VISUELS pour mieux comprendre les types d'abréviations.)                                               "						
ENGLISH (FULL-LENGTH FORM)	FRENCH (FULL-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Sunday	Dimanche	Alahady				wk-1_XXX
Monday	Lundi	Alatsinainy				wk-2_XXX
Tuesday	Mardi	Talata				wk-3_XXX
Wednesday	Mercredi	Alarobia				wk-4_XXX
Thursday	Jeudi	Alakamisy				wk-5_XXX
Friday	Vendredi	Zoma				wk-6_XXX
Saturday	Samedi	Sabotsy				wk-7_XXX
ENGLISH (MEDIUM-LENGTH FORM)	FRENCH (MEDIUM-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Sun	Dim	Alh				wk-8_XXX
Mon	Lun	Alt				wk-9_XXX
Tue	Mar	Tal				wk-10_XXX
Wed	Mer	Alr				wk-11_XXX
Thur	Jeu	Alk				wk-12_XXX
Fri	Ven	Zom				wk-13_XXX
Sat	Sam	Sab				wk-14_XXX
ENGLISH (SHORT-LENGTH FORM)	FRENCH (SHORT-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Su	Di	Ah				wk-15_XXX
Mo	Lu	At				wk-16_XXX
Tu	Ma	Tl				wk-17_XXX
We	Me	Ar				wk-18_XXX
Th	Je	Ak				wk-19_XXX
Fr	Ve	Zm				wk-20_XXX
Sa	Sa	Sb				wk-21_XXX
ENGLISH (SHORTEST-LENGTH FORM)	FRENCH (SHORTEST-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
S	D	A				wk-22_XXX
M	L	A				wk-23_XXX
T	M	T				wk-24_XXX
W	M	A				wk-25_XXX
T	J	A				wk-26_XXX
F	V	Z				wk-27_XXX
S	S	S				wk-28_XXX
MONTH WORDS / TERMINOLOGIE DES MOIS						
"In English there are 3 ways to write the months of the year: full form, medium abbreviation, and shortest abbreviation. Does your language have the same 3 forms? If yes, please enter them in Column B. If your language has LESS than 3 forms, you can leave cells blank or write ""DOES NOT HAVE."" If your language as MORE than 3 forms, please add them to the bottom, and provide an explanation in the NOTES column, and if so, how do you write them in your language? (See VISUAL EXAMPLES to understand the Abbreviations better.)
En anglais, il existe trois façons d’écrire les mois de l’année : forme complète, abréviation moyenne et abréviation la plus courte. Votre langue utilise-t-elle aussi ces trois formes ? Si oui, veuillez les indiquer dans la colonne B. Si votre langue a MOINS de trois formes, vous pouvez laisser des cellules vides ou saisir « N’EXISTE PAS ». Si votre langue en a PLUS, veuillez les ajouter en bas et fournir une explication dans la colonne des notes. (Consultez les EXEMPLES VISUELS pour mieux comprendre les abréviations.)"						
ENGLISH (FULL-LENGTH FORM)	FRENCH (FULL-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
January	Janvier	Janoary				mw-1_XXX
February	Février	Febroary				mw-2_XXX
March	Mars	Marsa				mw-3_XXX
April	Avril	Avrily				mw-4_XXX
May	Mai	Mey				mw-5_XXX
June	Juin	Jona				mw-6_XXX
July	Juillet	Jolay				mw-7_XXX
August	Août	Aogositra				mw-8_XXX
September	Septembre	Septambra				mw-9_XXX
October	Octobre	Oktobra				mw-10_XXX
November	Novembre	Novambra				mw-11_XXX
December	Décembre	Desambra				mw-12_XXX
ENGLISH (MEDIUM-LENGTH FORM)	FRENCH (MEDIUM-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Jan	Janv.	Jan				mw-13_XXX
Feb	Févr.	Feb				mw-14_XXX
Mar	Mars	Mar				mw-15_XXX
Apr	Avr.	Avr				mw-16_XXX
May	Mai	Mey				mw-17_XXX
Jun	Juin	Jon				mw-18_XXX
Jul	Juil.	Jol				mw-19_XXX
Aug	Auôt	Aog				mw-20_XXX
Sep	Sept.	Sep				mw-21_XXX
Oct	Oct.	Okt				mw-22_XXX
Nov	Nov.	Nov				mw-23_XXX
Dec	Déc.	Des				mw-24_XXX
ENGLISH (SHORTEST-LENGTH FORM)	FRENCH (SHORTEST-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
J	J	J				mw-25_XXX
F	F	F				mw-26_XXX
M	M	M				mw-27_XXX
A	A	A				mw-28_XXX
M	M	M				mw-29_XXX
J	J	J				mw-30_XXX
J	J	J				mw-31_XXX
A	A	A				mw-32_XXX
S	S	S				mw-33_XXX
O	O	O				mw-34_XXX
N	N	N				mw-35_XXX
D	D	D				mw-36_XXX
HOURS / HEURES						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
3:00 PM	15 h 00	3:00 hariva			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="h"]	hr-1_XXX
10:48	10:48	10:48			//ldml/units/durationUnit[@type="hm"]/durationUnitPattern	hr-2_XXX
16:12	16:12	16:12			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Hm"]	hr-3_XXX
9:41 AM	9 h 41	9:41 maraina			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="hm"]	hr-4_XXX
16:14:24	16:14:24	16:14:24			//ldml/units/durationUnit[@type="hms"]/durationUnitPattern	hr-5_XXX
8:04:41	8:04:41	8:04:41			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Hms"]	hr-6_XXX
11:30 PM GMT	23 h 30 GMT	11:30 hariva GMT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="hmv"]	hr-7_XXX
RELATIVE TIME / TEMPS RELATIF						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
last month	Mois dernier	volana lasa			//ldml/dates/fields/field[@type="month"]/relative[@type="-1"]	rt-1_XXX
last week	La semaine dernière	herinandro lasa			//ldml/dates/fields/field[@type="week"]/relative[@type="-1"]	rt-2_XXX
yesterday	Hier	omaly			//ldml/dates/fields/field[@type="day"]/relative[@type="-1"]	rt-3_XXX
last year	L'année dernière	taona lasa			//ldml/dates/fields/field[@type="year"]/relative[@type="-1"]	rt-4_XXX
this month	Ce mois-ci	ity volana ity			//ldml/dates/fields/field[@type="month"]/relative[@type="0"]	rt-5_XXX
this week	Cette semaine	ity herinandro ity			//ldml/dates/fields/field[@type="week"]/relative[@type="0"]	rt-6_XXX
today	Aujourd'hui	androany			//ldml/dates/fields/field[@type="day"]/relative[@type="0"]	rt-7_XXX
this year	Cette année	ity taona ity			//ldml/dates/fields/field[@type="year"]/relative[@type="0"]	rt-8_XXX
tomorrow	Demain	rahampitso			//ldml/dates/fields/field[@type="day"]/relative[@type="1"]	rt-9_XXX
next month	Le mois prochain	volana ho avy			//ldml/dates/fields/field[@type="month"]/relative[@type="1"]	rt-10_XXX
next week	La semaine prochaine	herinandro ho avy			//ldml/dates/fields/field[@type="week"]/relative[@type="1"]	rt-11_XXX
next year	L'année prochaine	taona ho avy			//ldml/dates/fields/field[@type="year"]/relative[@type="1"]	rt-12_XXX
TIME INTERVALS / INTERVALLES DE TEMPS						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
