BASIC INFORMATION / INFORMATIONS DE BASE						ext_id
Tuesday, April 23, 2024	Mardi 23 avril 2024	Talata, 23 Avrily 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateFormats/dateFormatLength[@type="full"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-54_XXX
3:30:45 PM	15 h 30 min 45 s	3:30:45 har			//ldml/dates/calendars/calendar[@type="gregorian"]/timeFormats/timeFormatLength[@type="medium"]/timeFormat[@type="standard"]/pattern[@type="standard"]	dc-55_XXX
3:30:45 PM PDT	15 h 30 min 45 s PDT	3:30:45 har PDT			//ldml/dates/calendars/calendar[@type="gregorian"]/timeFormats/timeFormatLength[@type="long"]/timeFormat[@type="standard"]/pattern[@type="standard"]	dc-56_XXX
3:30:45 PM Pacific Daylight Time	15 h 30 min 45 s, Heure avancée du pacifique	3:30:45 har Ora Faha-été Pasifika			//ldml/dates/calendars/calendar[@type="gregorian"]/timeFormats/timeFormatLength[@type="full"]/timeFormat[@type="standard"]/pattern[@type="standard"]	dc-57_XXX
April	Avril	Avrily			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="M"]	dc-58_XXX
April	Avril	Avrily			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="M"]	dc-59_XXX
April – May	Avril–mai	Avrily – Mey			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="M"]/greatestDifference[@id="M"]	dc-60_XXX
April – May	Avril–mai	Avrily – Mey			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="M"]/greatestDifference[@id="M"]	dc-61_XXX
4/23	4/23	23/04			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Md"]	dc-62_XXX
4/23 – 4/24	23/04–24/04	23/04 – 24/04			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Md"]/greatestDifference[@id="d"]	dc-63_XXX
4/23 – 5/23	23/04–23/05	23/04 – 23/05			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Md"]/greatestDifference[@id="M"]	dc-64_XXX
4/23/2024 – 4/24/2024	23/04/2024–24/04/2024	23/04/2024 – 24/04/2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMd"]/greatestDifference[@id="d"]	dc-65_XXX
4/23/2024 – 5/23/2024	23/04/2024–23/05/2024	23/04/2024 – 23/05/2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMd"]/greatestDifference[@id="M"]	dc-66_XXX
4/23/2024 – 4/23/2027	23/04/2024–23/04/2027	23/04/2024 – 23/04/2027			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMd"]/greatestDifference[@id="y"]	dc-67_XXX
4/23/2024	23/04/2024	23/04/2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMd"]	dc-68_XXX
4/23/2024 – 4/23/2345	23/04/2024–23/04/2345	23/04/2024 – 23/04/2345			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMd"]/greatestDifference[@id="G"]	dc-69_XXX
4/2024 – 5/2024	4/2024–5/2024	4/2024 – 5/2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyM"]/greatestDifference[@id="M"]	dc-70_XXX
4/2024 – 4/2027	4/2024–4/2027	4/2024 – 4/2027			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyM"]/greatestDifference[@id="y"]	dc-71_XXX
4/2024 – 4/2345	4/2024–4/2345	4/2024 – 4/2345			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyM"]/greatestDifference[@id="G"]	dc-72_XXX
Apr 2024 – May 2024	Avril 2024–Mai 2024	Avr 2024 – Mey 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMM"]/greatestDifference[@id="M"]	dc-73_XXX
Apr 23 – Apr 24, 2024	23 avril–24 avril 2024	23 Avr – 24 Avr 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="d"]	dc-74_XXX
Apr 23 – May 23, 2024	23 avril–23 mai 2024	23 Avr – 23 Mey 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="M"]	dc-75_XXX
Apr 23, 2024	23 avril 2024	23 Avr 2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="medium"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-76_XXX
Apr 23, 2024 – Apr 23, 2027	23 avril 2024–23 avril 2027	23 Avr 2024 – 23 Avr 2027			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="y"]	dc-77_XXX
Apr 23, 2024	23 avril 2024	23 Avr 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMMMd"]	dc-78_XXX
Apr 23, 2024	23 avril 2024	23 Avr 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateFormats/dateFormatLength[@type="medium"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-79_XXX
Apr 23, 2024 – Apr 23, 2345	23 avril 2024–23 avril 2345	23 Avr 2024 – 23 Avr 2345			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="G"]	dc-80_XXX
Apr 2024 – Apr 2027	Avril 2024–Avril 2027	Avr 2024 – Avr 2027			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMM"]/greatestDifference[@id="y"]	dc-81_XXX
Apr 2024	Avril 2024	Avr 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMMM"]	dc-82_XXX
Apr 2024 – Apr 2345	Avril 2024–Avril 2345	Avr 2024 – Avr 2345			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMM"]/greatestDifference[@id="G"]	dc-83_XXX
April 23, 2024	23 avril 2024	23 Avrily 2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="long"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-84_XXX
April 23, 2024	23 avril 2024	23 Avrily 2024			//ldml/dates/calendars/calendar[@type="generic"]/dateFormats/dateFormatLength[@type="long"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-85_XXX
2024 – 2027	2024–2027	2024 – 2027			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Gy"]/greatestDifference[@id="y"]	dc-86_XXX
2024	2024	2024			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Gy"]	dc-87_XXX
2024 – 2345	2024–2345	2024 – 2345			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Gy"]/greatestDifference[@id="G"]	dc-88_XXX
Apr – May	Avr.–mai	Avr – Mey			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMM"]/greatestDifference[@id="M"]	dc-89_XXX
Apr 23	23 Avr.	23 Avr			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMd"]	dc-90_XXX
Apr 23 – Apr 24	23 Avril–24 Avril	23 Avr – 24 Avr			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMd"]/greatestDifference[@id="d"]	dc-91_XXX
Apr 23 – May 23	23 Avril–23 Mai	23 Avr – 23 Mey			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMd"]/greatestDifference[@id="M"]	dc-92_XXX
Thu, Apr 23	Mer 23 avril	Alr, 23 Avr			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMEd"]	dc-93_XXX
Tue, Apr 23 – Wed, Apr 24	Mar 23 avr.–Mer 24 avr.	Tal, 23 Avr – Alr, 24 Avr			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMEd"]/greatestDifference[@id="d"]	dc-94_XXX
Tue, Apr 23 – Tue, May 23	Mar. 23 avr.–Mar. 23 mai	Tal, 23 Avr – Tal, 23 Mey			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMEd"]/greatestDifference[@id="M"]	dc-95_XXX
April 23	23 avril	23 Avrily			//ldml/dates/calendars/calendar[@type="generic"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMMd"]	dc-96_XXX
April – Week 4	Avril – Semaine 4	Avrily – Herinandro 4			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMMW"][@count="other"]	dc-97_XXX
4/23/24	23/04/24	23/04/24			//ldml/dates/calendars/calendar[@type="generic"]/dateFormats/dateFormatLength[@type="short"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-98_XXX
4/23/24	23/04/24	23/04/24				dc-99_XXX
COORDINATES AND DIRECTIONS / COORDONNÉES ET DIRECTIONS						
"In websites like Wikipedia, it's common to see the long form of coordinates, such as ""Cape Town is located at 33.9258° south and 18.4232° east.""
Sur des sites web comme celui de Wikipédia, on trouve souvent des coordonnées au format étendu. Par exemple : « Le Cap est situé à 33,9258 °Sud et à 18,4232 °Est. »"						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
48.8584° north	48,8584 °Nord	48,8584 °Avaratra				co-1_XXX
22.5609° south	22,5609 °Sud	22,5609 °Atsimo				co-2_XXX
2.2945° east	2,2945 °Est	2,2945 °Atsinanana				co-3_XXX
0.2057° west	0,2057 °Ouest	0,2057 °Andrefana				co-4_XXX
cardinal direction	Direction cardinale	Todika kardinaly				co-5_XXX
"In devices like Garmin, coordinates are shown with no space between the number and the cardinal direction.  
Sur certains appareils comme ceux fabriqués par Garmin, les coordonnées s’affichent sans espace entre le chiffre et la direction cardinale."						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
48.8584°N	48,8584 °N	48,8584 °Avr				co2-1_XXX
22.5609°S	22,5609 °S	22,5609 °Atm				co-2_XXX
2.2945°E	2,2945 °E	2,2975 °Atn				co2-3_XXX
0.2057°W	0,2057 °O	0,2057 °Adf				co2-4_XXX
						
"The GPS in your car is giving you directions. Coming up soon, you need to turn right. The GPS alerts you ""Take the 1st right"" (i.e., turn right at the next intersection). Or maybe the GPS alerts you ""Take the 2nd right"" or ""Take the 3rd right"" etc. (i.e., turn right at the second, third, or fourth intersection).
Le GPS de votre voiture indique la direction à prendre. Vous devez bientôt tourner à droite. Le GPS vous avertit : « Prenez la première à droite » (c’est-à-dire tournez à droite à la prochaine intersection). Il peut aussi signaler : « Prenez la deuxième à droite » ou « Prenez la troisième à droite », etc. (c’est-à-dire tournez à la deuxième, troisième ou quatrième intersection à droite)."						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Take the 1st right	Prenez la 1re à droite	Mizora amin'ny faha-1 ankavanana			//ldml/numbers/minimalPairs/ordinalMinimalPairs[@ordinal="one"]	co3-1_XXX
Take the 2nd right	Prenez la 2e à droite	Mizora amin'ny faha-2 ankavanana				co3-2_XXX
Take the 3rd right	Prenez la 3e à droite	Mizora amin'ny faha-3 ankavanana				co3-3_XXX
QUARTERS / TRIMESTRES						
"Many sports divide a game into 4 parts, called ""quarters."" Businesses and nonprofits often divide a year into 4 parts, also called ""quarters."" Both use terms like “1st Quarter” and abbreviations “Q1.” You’ll see these in finance apps, reports, and game scores.

Please give us your translation for terms like “1st Quarter,” “2nd Quarter,” and so on—both full forms and abbreviated ones (like “Q1” and ""Q2""). We’ve included examples from English and French.

If your language doesn’t use the abbreviated version, just leave that blank or type “NA.”

Dans de nombreux sports, un match est divisé en quatre parties appelées « quarts ». Les entreprises et les ONG divisent aussi l’année en quatre parties appelées « trimestres ». Dans les deux cas, on utilise des termes comme « 1er trimestre » et des abréviations comme « T1 ». On les retrouve dans les applications informatiques financières, les rapports et les scores de jeux.

Veuillez fournir votre traduction des termes comme « 1er trimestre », « 2e trimestre », etc. — à la fois les formes complètes et les formes abrégées (comme « T1 » et « T2 »). Si votre langue n’utilise pas la version abrégée, laissez simplement la case vide ou saisissez « NA »."						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
1st quarter	1er trimestre	Telovolana faha-1			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="1"]	qt-1_XXX
2nd quarter	2e trimestre	Telovolana faha-2			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="2"]	qt-2_XXX
3rd quarter	3e trimestre	Telovolana faha-3			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="3"]	qt-3_XXX
4th quarter	4e trimestre	Telovolana faha-4			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="4"]	qt-4_XXX
Q1	T1	T1			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="1"]	qt-5_XXX
Q2	T2	T2			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="2"]	qt-6_XXX
Q3	T3	T3			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="3"]	qt-7_XXX
Q4	T4	T4			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="4"]	qt-8_XXX
"In some cases, there is more context provided as to which quarter or quarter(s) is being referenced. 

Please give us your translation for terms like “1st Quarter of 2025,” “2nd Quarter of 2025,” and so on—both full forms and abbreviated ones (like “Q1” and ""Q2""). 

Dans certains cas, un contexte supplémentaire est donné pour préciser à quels trimestres on fait référence.

Veuillez donner votre traduction pour des expressions comme « 1er trimestre en 2025 », « 2e trimestre en 2025 », etc. — sous forme complète et abrégée (telles que « T1 » et « T2 »)."						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
1st quarter of 2025	1er trimestre en 2025	Telovolana faha-1n'ny 2025				qt2-1_XXX
2nd quarter of 2025	2e trimestre en 2025	Telovolana faha-2n'ny 2025			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="wide"]/quarter[@type="2"]	qt2-2_XXX
3rd quarter of 2025	3e trimestre en 2025	Telovolana faha-3n'ny 2025			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="wide"]/quarter[@type="3"]	qt2-3_XXX
4th quarter of 2025	4e trimestre en 2025	Telovolana faha-4n'ny 2025			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="wide"]/quarter[@type="4"]	qt2-4_XXX
Q1 of 2025	T1 de 2025	T1n'ny 2025			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="1"]	qt2-5_XXX
Q2 of 2025	T2 de 2025	T2n'ny 2025			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="2"]	qt2-6_XXX
Q3 of 2025	T3 de 2025	T3n'ny 2025			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="3"]	qt2-7_XXX
Q4 of 2025	T4 de 2025	T4n'ny 2025			//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="4"]	qt2-8_XXX
ERAS / ÈRES						
"You're making a Wikipedia article about a famous historical person. Their birthdate might appera like “450 BCE” or “2025 AD.”

We need your local translation for those terms—both the full versions (like “Before Christ”) and the abbreviated ones (like “BC” or “BCE”).

There’s a table with examples in English and French for comparison. If your language doesn’t use some of these terms or abbreviations, just leave them blank or write “NA.”

Vous rédigez un article Wikipédia sur une personnage historique célèbre. Sa date de naissance pourrait être présentée ainsi : « 450 av. n. è. » ou « 2025 ap. J.-C. ».

Nous avons besoin de votre traduction locale de ces termes — à la fois sous forme complète (comme « Avant Jésus-Christ ») et sous forme abrégée (comme « av. J.-C. » ou « av. n. è. »). Vous trouverez un tableau contenant des exemples en anglais et en français à comparer. Si votre langue n’utilise pas certains de ces termes ou abréviations, laissez-les vides ou saisissez « NA »."						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Before Common Era	avant l’ère commune	N/A				er-1_XXX
BCE	AEC	N/A				er-2_XXX
Before Christ	avant Jésus-Christ	alohan'i Jesoa Kristy				er-3_XXX
BC	av. J.-C.	al. JK				er-4_XXX
Common Era	de l’ère commune	N/A				er-5_XXX
CE	EC	N/A				er-6_XXX
Anno Domini	après Jésus-Christ	aorian'ny JK				er-7_XXX
AD	ap. J.-C.	ar. JK				er-8_XXX